SETOR_ATIV,DENOM_CIA,ticker,DT_FIM_EXERC,roe,margem_liquida,cagr_lucro_5a,dl_ebitda,p_l,rank_magic
Papel e Celulose,KLABIN S.A.,KLBN4,2021-06-30,36.08,15.11,,2.733897384285321,8.36,40.0
Petroquímicos e Borracha,UNIPAR CARBOCLORO S.A.,UNIP6,2021-06-30,52.73,21.3,,,4.41,
"Saneamento, Serv. Água e Gás",CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,CSMG3,2021-06-30,13.95,16.36,,0.5855609418910754,3.62,40.0
Seguradoras e Corretoras,PORTO SEGURO S.A.,PSSA3,2021-06-30,28.14,13.4,,-3.1860247432210493,4.93,3.0
Serviços Transporte e Logística,MOVIDA PARTICIPACOES SA,MOVI3,2021-06-30,27.19,14.36,,0.40521948257332835,8.63,42.0
Telecomunicações,TIM S.A.,TIMS3,2021-06-30,11.31,15.25,,-0.17397705538506011,6.76,41.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2021-06-30,29.7,22.91,,0.44564074083423794,4.48,29.0
"Agricultura (Açúcar, Álcool e Cana)",BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,AGRO3,2021-09-30,18.56,20.94,,-0.5763880764641194,3.62,19.0
"Agricultura (Açúcar, Álcool e Cana)",VITTIA S.A.,VITT3,2021-09-30,48.9,19.77,,0.41882357219925564,4.87,20.0
"Agricultura (Açúcar, Álcool e Cana)",COSAN S.A.,CSAN3,2021-09-30,51.2,48.73,,0.5502774531205159,5.22,32.0
Comunicação e Informática,GRUPO MULTI S.A.,MLAS3,2021-09-30,21.19,15.42,,-0.6389552650582612,5.93,11.0
Comunicação e Informática,BEMOBI MOBILE TECH S.A.,BMOB3,2021-09-30,7.43,25.09,,,11.37,
Comércio (Atacado e Varejo),OUROFINO S.A.,OFSA3,2021-09-30,21.85,14.8,,0.5730150459193643,8.18,44.0
Comércio (Atacado e Varejo),GRUPO SBF S.A.,SBFG3,2021-09-30,40.44,14.85,,1.0861056239054343,4.76,52.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2021-09-30,39.43,16.35,,-0.4055924940898345,4.62,13.0
"Construção Civil, Mat. Constr. e Decoração",CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRE3,2021-09-30,16.12,20.67,,0.9423390563366036,3.81,37.0
"Construção Civil, Mat. Constr. e Decoração",AZEVEDO E TRAVASSOS S.A.,AZEV4,2021-09-30,382.05,430.06,,-0.3363824863675938,10.12,38.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",EZ TEC EMPREEND. E PARTICIPACOES S.A.,EZTC3,2021-09-30,13.63,51.12,,-2.0052830024105557,5.27,41.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SYN PROP & TECH S.A.,SYNE3,2021-09-30,4.3,25.69,,1.977100318098361,3.05,49.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",TRISUL S.A.,TRIS3,2021-09-30,11.15,19.04,,0.9264938896679841,5.27,51.0
Emp. Adm. Part. - Energia Elétrica,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAEE11,2021-09-30,31.01,56.98,,1.72827150591538,3.72,26.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2021-09-30,17.68,148.78,,,5.06,
Energia Elétrica,CPFL GERACAO DE ENERGIA S.A.,CBEE3,2021-09-30,32.07,57.39,,0.35533230328932275,3.56,23.0
Energia Elétrica,AUREN ENERGIA S.A.,AURE3,2021-09-30,13.84,51.37,,1.044263769260267,10.26,42.0
Energia Elétrica,ENGIE BRASIL ENERGIA S.A.,EGIE3,2021-09-30,32.41,18.86,,,9.52,
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2021-09-30,22.59,26.3,,-1.1798397985272573,4.86,7.0
Metalurgia e Siderurgia,CIA FERRO LIGAS DA BAHIA - FERBASA,FESA4,2021-09-30,42.57,34.31,,-0.045719698778876314,3.09,12.0
Metalurgia e Siderurgia,PANATLANTICA S.A.,PATI3,2021-09-30,46.73,15.12,,0.5231281447720756,3.31,17.0
"Máquinas, Equipamentos, Veículos e Peças",TAURUS ARMAS S.A.,TASA4,2021-09-30,110.6,23.18,,0.27582977787409957,3.22,6.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2021-09-30,103.9,19.89,,0.00219211557120782,5.77,17.0
"Máquinas, Equipamentos, Veículos e Peças",ROMI S.A.,ROMI3,2021-09-30,21.64,15.88,,1.844023589315428,4.49,26.0
Papel e Celulose,KLABIN S.A.,KLBN4,2021-09-30,75.28,27.89,,1.4413374917780934,3.64,36.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2021-09-30,25.11,13.32,,-0.9483218775156357,11.09,12.0
Serviços Transporte e Logística,MOVIDA PARTICIPACOES SA,MOVI3,2021-09-30,32.65,16.47,,0.47985653382002585,3.85,38.0
Serviços Transporte e Logística,LOG-IN LOGISTICA INTERMODAL S.A.,LOGN3,2021-09-30,55.04,16.76,,0.3143309608207206,9.33,44.0
Serviços Transporte e Logística,TEGMA GESTAO LOGISTICA S.A.,TGMA3,2021-09-30,20.43,14.77,,-0.0709363266583229,5.06,51.0
Telecomunicações,TIM S.A.,TIMS3,2021-09-30,16.12,22.0,,-0.14825011507176403,4.56,43.0
Têxtil e Vestuário,DOHLER S.A.,DOHL4,2021-09-30,16.29,14.67,,-0.018324348385182255,3.72,28.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2021-09-30,20.39,30.99,,,4.78,
"Agricultura (Açúcar, Álcool e Cana)",SLC AGRICOLA S.A.,SLCE3,2021-12-31,29.95,17.88,,1.1165118374987002,6.39,35.0
"Agricultura (Açúcar, Álcool e Cana)",COSAN S.A.,CSAN3,2021-12-31,22.0,25.5,,1.6432492445789222,13.49,79.0
Bancos,BCO SANTANDER (BRASIL) S.A.,SANB11,2021-12-31,134.08,19.95,,-0.6730093031494371,7.49,57.0
Bebidas e Fumo,AMBEV S.A.,ABEV3,2021-12-31,15.62,18.01,,-0.6905610035806646,14.27,59.0
Comunicação e Informática,GRUPO MULTI S.A.,MLAS3,2021-12-31,19.33,15.98,,-0.4437023741895042,7.55,53.0
Comunicação e Informática,BEMOBI MOBILE TECH S.A.,BMOB3,2021-12-31,7.32,15.41,,-4.3377155208808285,13.35,57.0
"Construção Civil, Mat. Constr. e Decoração",SONDOTECNICA ENGENHARIA SOLOS S.A.,SOND5,2021-12-31,20.96,16.8,,-1.93571869216533,3.29,11.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2021-12-31,42.71,18.14,,-0.7550605862537081,5.47,14.0
"Construção Civil, Mat. Constr. e Decoração",LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2021-12-31,16.34,33.53,,-1.9819212560778303,3.36,24.0
Embalagens,IRANI PAPEL E EMBALAGEM S.A.,RANI3,2021-12-31,29.8,17.77,,0.7307900535334337,3.56,24.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LPSB3,2021-12-31,30.03,25.67,,-1.8526695574459633,5.65,21.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2021-12-31,21.58,48.88,,0.9317337482288977,3.16,33.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",TRISUL S.A.,TRIS3,2021-12-31,10.38,17.05,,1.4447201309699822,6.35,71.0
Emp. Adm. Part. - Energia Elétrica,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAEE11,2021-12-31,33.12,63.76,,1.8566334239951647,3.93,33.0
Emp. Adm. Part. - Energia Elétrica,ALUPAR INVESTIMENTO S/A,ALUP11,2021-12-31,21.22,40.56,,2.0830258382605256,4.0,43.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2021-12-31,19.12,162.68,,0.24600211342021838,4.77,45.0
Emp. Adm. Part. - Papel e Celulose,SUZANO HOLDING S.A.,SUZB3,2021-12-31,56.69,21.07,,2.3109002939376535,7.4,45.0
Emp. Adm. Part. - Sem Setor Principal,CIA PARTICIPACOES ALIANCA DA BAHIA,PEAB4,2021-12-31,20.46,451.56,,-1.4863398768730398,9.16,35.0
Emp. Adm. Part. - Telecomunicações,PADTEC HOLDING S.A.,PDTC3,2021-12-31,39.7,14.82,,0.287111801242236,9.71,51.0
Energia Elétrica,CPFL GERACAO DE ENERGIA S.A.,CBEE3,2021-12-31,29.49,51.36,,0.5480908047894615,4.63,31.0
Energia Elétrica,REDE ENERGIA PARTICIPAÇÕES S.A.,REDE3,2021-12-31,38.56,13.07,,2.216704338590644,5.95,51.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2021-12-31,45.51,33.46,,-0.6071419438925205,3.29,5.0
Farmacêutico e Higiene,HYPERA S.A.,HYPE3,2021-12-31,13.53,22.41,,2.4142153422464907,13.92,78.0
Metalurgia e Siderurgia,CIA FERRO LIGAS DA BAHIA - FERBASA,FESA4,2021-12-31,27.12,26.91,,-0.2089096064916727,4.42,17.0
"Máquinas, Equipamentos, Veículos e Peças",TAURUS ARMAS S.A.,TASA4,2021-12-31,83.89,23.17,,0.4357363049572513,3.63,11.0
"Máquinas, Equipamentos, Veículos e Peças",MAHLE METAL LEVE S.A.,LEVE3,2021-12-31,33.12,15.67,,-0.07095391998237546,3.74,13.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2021-12-31,110.96,27.48,,-0.07963178242180108,4.26,22.0
Papel e Celulose,SUZANO S.A.,SUZB3,2021-12-31,56.91,21.08,,2.3110903204932445,7.4,43.0
Papel e Celulose,KLABIN S.A.,KLBN4,2021-12-31,48.05,20.66,,2.7495511402968877,5.79,64.0
Petróleo e Gás,PRIO S.A.,PRIO3,2021-12-31,20.14,30.32,,-0.24963183306835082,14.41,48.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2021-12-31,25.46,25.2,,-0.5929825118984244,4.74,11.0
Seguradoras e Corretoras,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,QUAL3,2021-12-31,29.59,18.0,,1.4742209359672438,13.19,70.0
Serviços Médicos,MPM CORPÓREOS S.A.,ESPA3,2021-12-31,24.85,25.08,,2.5532376723788364,11.94,75.0
Serviços Transporte e Logística,MOVIDA PARTICIPACOES SA,MOVI3,2021-12-31,24.95,15.37,,1.5896851977718212,5.45,68.0
Serviços Transporte e Logística,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",MILS3,2021-12-31,9.36,13.86,,-0.03705062155436555,11.0,74.0
Telecomunicações,TELEFÔNICA BRASIL S.A,VIVT3,2021-12-31,8.9,14.15,,0.5467028577045916,10.07,86.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2021-12-31,23.13,16.81,,0.6183012041849375,5.65,48.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2021-12-31,14.68,25.66,,-2.310032979597228,7.18,72.0
"Agricultura (Açúcar, Álcool e Cana)",JALLES MACHADO S.A.,JALL3,2022-03-31,27.93,26.77,,0.5097709780252577,6.98,15.0
"Agricultura (Açúcar, Álcool e Cana)",BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,AGRO3,2022-03-31,13.25,21.38,,0.05990074782412754,7.07,24.0
"Agricultura (Açúcar, Álcool e Cana)",SAO MARTINHO S.A.,SMTO3,2022-03-31,27.84,25.89,,1.1101694168625067,8.75,33.0
Bebidas e Fumo,AMBEV S.A.,ABEV3,2022-03-31,17.6,19.14,,-0.5118657489409807,12.87,55.0
Comunicação e Informática,GRUPO MULTILASER S.A.,MLAS3,2022-03-31,16.37,17.53,,0.012994193543345238,5.77,70.0
Comércio (Atacado e Varejo),GRAZZIOTIN S.A.,CGRA3,2022-03-31,12.19,18.63,,-0.2663305858110097,4.46,51.0
"Construção Civil, Mat. Constr. e Decoração",UNICASA INDÚSTRIA DE MÓVEIS S.A.,UCAS3,2022-03-31,22.88,17.32,,-0.7518184744126166,4.44,24.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2022-03-31,31.99,14.16,,-0.6214583455644924,6.07,25.0
"Construção Civil, Mat. Constr. e Decoração",INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2022-03-31,112.95,25.62,,1.3836055840356822,4.75,37.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2022-03-31,14.24,36.09,,1.433785825757388,4.89,55.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",EZ TEC EMPREEND. E PARTICIPACOES S.A.,EZTC3,2022-03-31,9.86,38.4,,-2.281335612496259,6.4,68.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,MULT3,2022-03-31,10.59,41.49,,1.8166037716760082,14.93,75.0
Emp. Adm. Part. - Energia Elétrica,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAEE11,2022-03-31,30.91,70.37,,1.7282213985082253,4.49,38.0
Emp. Adm. Part. - Energia Elétrica,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,GGPS3,2022-03-31,40.36,53.65,,1.566622077524218,9.77,53.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2022-03-31,22.38,181.09,,0.26839446518778826,3.8,33.0
Emp. Adm. Part. - Metalurgia e Siderurgia,KEPLER WEBER S.A.,KEPL3,2022-03-31,75.92,21.4,,-0.17068344221088413,3.18,6.0
Emp. Adm. Part. - Petróleo e Gás,PETRORECÔNCAVO S.A.,RECV3,2022-03-31,77.08,57.12,,-0.0640547263681592,3.07,19.0
Emp. Adm. Part. - Sem Setor Principal,CIA PARTICIPACOES ALIANCA DA BAHIA,PEAB4,2022-03-31,15.78,309.0,,-2.663625610796556,11.57,61.0
Emp. Adm. Part. - Telecomunicações,UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,2022-03-31,13.52,21.36,,-0.9135823357725984,9.77,49.0
Energia Elétrica,RIO PARANAPANEMA ENERGIA S.A.,GEPA3,2022-03-31,14.14,20.94,,1.073090681492173,4.44,45.0
Energia Elétrica,REDE ENERGIA PARTICIPAÇÕES S.A.,REDE3,2022-03-31,42.88,16.3,,1.8294688972232955,4.64,46.0
Energia Elétrica,CPFL GERACAO DE ENERGIA S.A.,CBEE3,2022-03-31,16.23,32.81,,0.5717405454973072,6.75,47.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2022-03-31,20.06,18.99,,-0.24329035119624698,5.28,12.0
Extração Mineral,COMPANHIA BRASILEIRA DE ALUMÍNIO,CBAV3,2022-03-31,31.46,18.59,,0.5398724373244602,5.94,56.0
"Máquinas, Equipamentos, Veículos e Peças",TAURUS ARMAS S.A.,TASA4,2022-03-31,88.04,28.82,,0.20481268178212586,3.21,13.0
"Máquinas, Equipamentos, Veículos e Peças",MAHLE METAL LEVE S.A.,LEVE3,2022-03-31,27.72,13.78,,-0.1610068155781627,3.33,18.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2022-03-31,57.2,14.65,,-0.08237704918032787,6.98,21.0
Papel e Celulose,KLABIN S.A.,KLBN4,2022-03-31,35.49,19.78,,1.0965357458346399,4.77,61.0
Petroquímicos e Borracha,UNIPAR CARBOCLORO S.A.,UNIP6,2022-03-31,67.1,23.75,,-0.1190797080960119,3.38,6.0
Petróleo e Gás,PRIO S.A.,PRIO3,2022-03-31,63.6,69.87,,-0.13949578314102248,5.01,30.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2022-03-31,24.31,24.12,,0.14353255123105585,4.3,24.0
Seguradoras e Corretoras,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,QUAL3,2022-03-31,22.56,15.2,,1.3386965648020417,11.75,64.0
Serviços Transporte e Logística,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",MILS3,2022-03-31,14.43,17.37,,-0.09445551956142537,7.98,49.0
Serviços Transporte e Logística,MOVIDA PARTICIPACOES SA,MOVI3,2022-03-31,31.85,13.13,,1.8027490252475988,4.81,50.0
Serviços Transporte e Logística,LOG-IN LOGISTICA INTERMODAL S.A.,LOGN3,2022-03-31,65.03,22.77,,1.3209627982450869,7.91,50.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2022-03-31,12.17,24.23,,-4.254441400035354,8.96,80.0
"Agricultura (Açúcar, Álcool e Cana)",BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,AGRO3,2022-06-30,23.47,27.11,,0.222348603956309,3.34,11.0
"Agricultura (Açúcar, Álcool e Cana)",SLC AGRICOLA S.A.,SLCE3,2022-06-30,37.62,20.33,,0.7693547720116864,3.74,11.0
"Agricultura (Açúcar, Álcool e Cana)",JALLES MACHADO S.A.,JALL3,2022-06-30,31.82,27.11,,0.6211006825378416,4.2,12.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2022-06-30,46.69,15.42,,-0.5663322477145575,4.93,9.0
"Construção Civil, Mat. Constr. e Decoração",LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2022-06-30,11.4,19.85,,-4.984943148744615,4.3,22.0
"Construção Civil, Mat. Constr. e Decoração",UNICASA INDÚSTRIA DE MÓVEIS S.A.,UCAS3,2022-06-30,22.19,17.99,,,3.09,
Embalagens,IRANI PAPEL E EMBALAGEM S.A.,RANI3,2022-06-30,32.78,19.73,,0.8064470910733383,3.44,15.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LPSB3,2022-06-30,39.26,38.74,,-0.8647562467237463,4.41,31.0
Emp. Adm. Part. - Energia Elétrica,CPFL ENERGIA S.A.,CPFE3,2022-06-30,35.31,13.54,,0.6500441293554694,6.36,21.0
Emp. Adm. Part. - Energia Elétrica,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAEE11,2022-06-30,31.54,66.53,,1.8086056216842477,4.29,22.0
Emp. Adm. Part. - Energia Elétrica,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,GGPS3,2022-06-30,22.54,39.5,,1.4517547587428066,13.68,36.0
Emp. Adm. Part. - Metalurgia e Siderurgia,KEPLER WEBER S.A.,KEPL3,2022-06-30,43.41,16.71,,-0.26630702168693665,5.3,8.0
Emp. Adm. Part. - Telecomunicações,UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,2022-06-30,14.08,21.46,,-0.3738362827184252,8.9,25.0
Energia Elétrica,REDE ENERGIA PARTICIPAÇÕES S.A.,REDE3,2022-06-30,37.78,15.38,,1.6046551585914777,4.62,18.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2022-06-30,25.91,30.82,,,3.49,
Farmacêutico e Higiene,BLAU FARMACÊUTICA S.A.,BLAU3,2022-06-30,26.09,30.72,,-0.9586859519908372,9.5,23.0
Farmacêutico e Higiene,HYPERA S.A.,HYPE3,2022-06-30,17.85,24.05,,2.2680779757272598,14.13,39.0
Papel e Celulose,KLABIN S.A.,KLBN4,2022-06-30,40.12,19.28,,1.1308688363884165,4.39,32.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2022-06-30,25.29,23.35,,0.029905019820244124,4.13,6.0
Serviços Transporte e Logística,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",MILS3,2022-06-30,21.99,25.52,,0.019317158313426907,5.45,24.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2022-06-30,27.46,15.8,,0.3188856264623572,5.21,22.0
"Agricultura (Açúcar, Álcool e Cana)",SAO MARTINHO S.A.,SMTO3,2022-09-30,15.6,13.44,,1.353332558492018,9.03,39.0
Comércio (Atacado e Varejo),OUROFINO S.A.,OFSA3,2022-09-30,24.68,15.96,,0.7399820832818486,6.25,27.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2022-09-30,43.5,15.14,,-0.34165864503116977,7.4,17.0
"Construção Civil, Mat. Constr. e Decoração",CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRE3,2022-09-30,16.81,19.85,,1.1567395094425,4.5,28.0
"Construção Civil, Mat. Constr. e Decoração",MOURA DUBEUX ENGENHARIA S/A,MDNE3,2022-09-30,13.92,19.3,,-1.1036345418108946,3.63,31.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2022-09-30,12.6,30.67,,1.718276327058695,5.71,35.0
Emp. Adm. Part. - Energia Elétrica,CPFL ENERGIA S.A.,CPFE3,2022-09-30,36.08,14.18,,0.5033432073409542,6.1,24.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2022-09-30,19.6,168.95,,0.35541762894534257,4.74,21.0
Emp. Adm. Part. - Metalurgia e Siderurgia,KEPLER WEBER S.A.,KEPL3,2022-09-30,73.27,22.42,,-0.22149136945755063,3.56,3.0
Emp. Adm. Part. - Petróleo e Gás,PETRORECÔNCAVO S.A.,RECV3,2022-09-30,23.08,26.33,,-0.5002852553586382,7.44,10.0
Emp. Adm. Part. - Telecomunicações,UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,2022-09-30,12.52,17.57,,-0.20747049926465977,8.26,21.0
Energia Elétrica,ENGIE BRASIL ENERGIA S.A.,EGIE3,2022-09-30,36.49,26.73,,1.8833757968223155,9.04,34.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2022-09-30,15.62,18.87,,-0.26616383118642517,5.29,21.0
Metalurgia e Siderurgia,CIA FERRO LIGAS DA BAHIA - FERBASA,FESA4,2022-09-30,36.46,36.04,,-0.3207155737101641,3.11,7.0
Metalurgia e Siderurgia,SCHULZ S.A.,SHUL4,2022-09-30,32.36,14.06,,0.5122320814847217,3.91,13.0
"Máquinas, Equipamentos, Veículos e Peças",TAURUS ARMAS S.A.,TASA4,2022-09-30,38.07,16.12,,0.30505306687852674,4.05,10.0
Petróleo e Gás,PRIO S.A.,PRIO3,2022-09-30,34.31,39.9,,-0.014652249859173854,8.97,19.0
"Saneamento, Serv. Água e Gás",CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,CSMG3,2022-09-30,12.64,14.01,,0.5047081013795282,4.43,30.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2022-09-30,27.99,28.57,,0.042529722132620615,3.65,8.0
Serviços Transporte e Logística,HIDROVIAS DO BRASIL S.A.,HBSA3,2022-09-30,25.35,20.44,,2.496089401655157,10.35,46.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2022-09-30,24.3,14.75,,0.21774132278255381,6.69,28.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2022-09-30,16.32,24.41,,-1.9101378539493294,5.07,44.0
"Agricultura (Açúcar, Álcool e Cana)",SLC AGRICOLA S.A.,SLCE3,2022-12-31,27.3,13.94,,0.7410177530604406,6.36,29.0
"Agricultura (Açúcar, Álcool e Cana)",VITTIA S.A.,VITT3,2022-12-31,25.41,17.33,,0.8466957669272155,9.46,56.0
Bebidas e Fumo,AMBEV S.A.,ABEV3,2022-12-31,17.87,18.68,,-0.4916443680714323,12.08,55.0
Comércio (Atacado e Varejo),GRAZZIOTIN S.A.,CGRA3,2022-12-31,14.31,17.45,,-0.8713998706977456,3.5,46.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2022-12-31,68.93,30.79,,-0.4470075337489005,4.3,13.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2022-12-31,39.7,15.44,,-0.6793878333193831,8.72,34.0
"Construção Civil, Mat. Constr. e Decoração",UNICASA INDÚSTRIA DE MÓVEIS S.A.,UCAS3,2022-12-31,17.46,13.41,,-0.5113028716933088,4.22,53.0
Embalagens,IRANI PAPEL E EMBALAGEM S.A.,RANI3,2022-12-31,33.62,22.42,,1.087973044014345,3.63,28.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LPSB3,2022-12-31,14.4,13.85,,-1.2016826766702084,7.98,53.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2022-12-31,12.25,33.23,,2.231893069050341,4.09,61.0
Emp. Adm. Part. - Crédito Imobiliário,CIA HABITASUL DE PARTICIPACOES,HBTS5,2022-12-31,12.57,35.77,,2.6217298032649645,3.39,63.0
Emp. Adm. Part. - Energia Elétrica,CPFL ENERGIA S.A.,CPFE3,2022-12-31,29.75,13.26,,1.0151071029675096,6.23,45.0
Emp. Adm. Part. - Energia Elétrica,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAEE11,2022-12-31,22.06,55.39,,2.8679039487224816,6.51,62.0
Emp. Adm. Part. - Energia Elétrica,ALUPAR INVESTIMENTO S/A,ALUP11,2022-12-31,16.04,43.4,,2.982058585253638,5.95,67.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2022-12-31,18.49,166.79,,0.28382165605095544,4.4,41.0
Emp. Adm. Part. - Metalurgia e Siderurgia,KEPLER WEBER S.A.,KEPL3,2022-12-31,64.04,21.07,,-0.2768684229721038,3.98,5.0
Emp. Adm. Part. - Petróleo e Gás,PETRORECÔNCAVO S.A.,RECV3,2022-12-31,30.27,38.76,,-0.5799272974432732,5.61,26.0
Emp. Adm. Part. - Telecomunicações,UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,2022-12-31,13.06,19.19,,-0.3816884806361576,7.57,44.0
Energia Elétrica,RIO PARANAPANEMA ENERGIA S.A.,GEPA3,2022-12-31,13.0,17.76,,0.8399055427195457,4.92,48.0
Energia Elétrica,REDE ENERGIA PARTICIPAÇÕES S.A.,REDE3,2022-12-31,36.94,13.47,,2.1579613397349235,5.16,48.0
Energia Elétrica,ENGIE BRASIL ENERGIA S.A.,EGIE3,2022-12-31,31.57,22.38,,2.2268507937106357,9.95,55.0
Extração Mineral,VALE S.A.,VALE3,2022-12-31,49.43,42.53,,0.3870136442012145,3.12,24.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2022-12-31,25.89,22.23,,0.28634304604703176,6.72,32.0
Farmacêutico e Higiene,BLAU FARMACÊUTICA S.A.,BLAU3,2022-12-31,19.83,25.62,,-0.6995816428684335,12.48,55.0
Metalurgia e Siderurgia,CIA FERRO LIGAS DA BAHIA - FERBASA,FESA4,2022-12-31,34.94,33.85,,-0.4021189854444091,3.63,14.0
Metalurgia e Siderurgia,GERDAU S.A.,GGBR4,2022-12-31,24.79,13.93,,0.34786783994996257,3.84,23.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2022-12-31,46.77,17.0,,-0.27756053679939785,4.8,10.0
