SETOR_ATIV,DENOM_CIA,ticker,DT_FIM_EXERC,roe,margem_liquida,cagr_lucro_5a,dl_ebitda,p_l,rank_magic
Extração Mineral,VALE S.A.,VALE3,2024-09-30,24.54,25.05,,0.44726058059850543,4.36,25.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2024-09-30,33.6,21.94,31.84,-0.10715467528641703,5.63,26.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2024-09-30,23.2,29.82,8.24,-1.3465328362076412,3.68,26.0
Metalurgia e Siderurgia,SCHULZ S.A.,SHUL4,2024-09-30,22.21,14.76,21.31,-0.38838759643960896,6.16,29.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2024-09-30,266.45,23.19,,-0.25714920294349364,7.58,30.0
"Construção Civil, Mat. Constr. e Decoração",PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,PLPL3,2024-12-31,42.65,15.08,,-0.4558726443404153,4.47,9.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2024-12-31,24.9,15.43,27.69,-0.4555650291860694,5.61,11.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LPSB3,2024-12-31,15.45,17.95,,-1.1820657218887307,4.36,12.0
Têxtil e Vestuário,CAMBUCI S.A.,CAMB3,2024-12-31,27.17,17.45,30.47,-0.3741673346416429,5.52,13.0
Comunicação e Informática,VALID SOLUÇÕES S.A.,VLID3,2024-12-31,20.84,17.48,47.85,-0.0281716055390573,4.27,13.0
Extração Mineral,CSN MINERAÇÃO S.A.,CMIN3,2024-12-31,44.09,27.45,4.32,-0.8187852570509258,5.8,14.0
"Construção Civil, Mat. Constr. e Decoração",LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2024-12-31,22.54,25.33,51.17,-0.21344888290893937,3.49,15.0
Energia Elétrica,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CMIG4,2024-12-31,26.0,17.88,17.88,0.8891527611101925,3.64,22.0
"Construção Civil, Mat. Constr. e Decoração",DIRECIONAL ENGENHARIA S.A.,DIRR3,2024-12-31,32.72,21.73,43.21,0.0118816181607433,5.64,23.0
Emp. Adm. Part. - Sem Setor Principal,CSU DIGITAL S.A.,CSUD3,2024-12-31,19.11,16.06,,-0.10767978108133064,6.17,23.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2024-12-31,53.36,17.8,27.92,-0.5033466355656727,8.15,29.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2024-12-31,147.68,24.79,,-0.11811812249610748,7.57,31.0
"Máquinas, Equipamentos, Veículos e Peças",MARCOPOLO S.A.,POMO4,2024-12-31,29.94,14.22,41.96,0.7121853548318816,6.38,32.0
Têxtil e Vestuário,GRENDENE S.A.,GRND3,2024-12-31,18.19,27.97,8.24,-1.6745511617219813,4.95,33.0
"Saneamento, Serv. Água e Gás",CIA SANEAMENTO BASICO EST SAO PAULO,SBSP3,2024-12-31,25.94,26.5,,0.9727226523874066,6.34,34.0
Têxtil e Vestuário,CAMBUCI S.A.,CAMB3,2025-03-31,25.78,19.53,25.43,-0.48410287132526,4.64,7.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2025-03-31,23.98,14.89,,-0.4105809563758389,6.56,8.0
"Agricultura (Açúcar, Álcool e Cana)",SLC AGRICOLA S.A.,SLCE3,2025-03-31,40.1,18.02,2.04,1.2005533765016598,3.94,9.0
Comunicação e Informática,VALID SOLUÇÕES S.A.,VLID3,2025-03-31,16.74,14.7,,-0.08311170212765957,6.11,15.0
Emp. Adm. Part. - Sem Setor Principal,CSU DIGITAL S.A.,CSUD3,2025-03-31,19.76,16.21,,-0.061735480274161286,6.18,17.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2025-03-31,131.8,25.56,,0.39551878511235955,6.35,18.0
"Construção Civil, Mat. Constr. e Decoração",PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,PLPL3,2025-03-31,37.37,13.29,26.17,0.327372896316347,7.07,18.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2025-03-31,68.65,19.21,41.59,-0.22544346702415832,7.98,19.0
"Construção Civil, Mat. Constr. e Decoração",LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2025-03-31,21.85,28.79,31.33,0.011884485247504335,4.47,19.0
Emp. Adm. Part. - Energia Elétrica,CPFL ENERGIA S.A.,CPFE3,2025-03-31,27.65,15.16,9.15,0.6376907358974944,6.31,23.0
Emp. Adm. Part. - Petróleo e Gás,PETRORECÔNCAVO S.A.,RECV3,2025-03-31,20.39,26.43,,0.40377797132391335,3.53,24.0
"Construção Civil, Mat. Constr. e Decoração",MOURA DUBEUX ENGENHARIA S/A,MDNE3,2025-03-31,17.51,16.03,,0.21487632992371114,4.87,27.0
"Construção Civil, Mat. Constr. e Decoração",DIRECIONAL ENGENHARIA S.A.,DIRR3,2025-03-31,32.36,21.41,45.52,0.22713564387488758,7.11,28.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2025-03-31,17.49,207.83,17.64,0.20098760243748687,6.69,28.0
Farmacêutico e Higiene,BLAU FARMACÊUTICA S.A.,BLAU3,2025-03-31,16.58,24.31,3.13,0.13491945943349398,5.91,28.0
Têxtil e Vestuário,CAMBUCI S.A.,CAMB3,2025-06-30,26.2,20.22,25.43,-0.5319625032229548,4.41,8.0
Educação,SER EDUCACIONAL S.A.,SEER3,2025-06-30,24.75,13.8,5.38,0.3553827657181033,3.0,10.0
Têxtil e Vestuário,VULCABRAS S.A.,VULC3,2025-06-30,59.97,39.48,105.82,0.10917853123929742,3.34,10.0
Farmacêutico e Higiene,BLAU FARMACÊUTICA S.A.,BLAU3,2025-06-30,13.66,18.37,3.13,0.4163775394668737,6.67,13.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2025-06-30,67.71,19.84,41.59,-0.17033797912534665,7.6,16.0
Energia Elétrica,CPFL GERACAO DE ENERGIA S.A.,CBEE3,2025-06-30,28.27,73.55,,-0.015291560098391882,6.09,17.0
Comércio (Atacado e Varejo),TECHNOS S.A.,TECN3,2025-06-30,18.28,15.66,,0.26557348603158076,4.51,17.0
Petroquímicos e Borracha,UNIPAR CARBOCLORO S.A.,UNIP6,2025-06-30,32.75,18.17,5.41,0.4432409099290899,5.62,19.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA TENDA S.A.,TEND3,2025-06-30,66.51,20.11,19.39,0.7009767116937722,3.11,21.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2025-06-30,107.28,23.52,,0.43632751854407453,7.49,22.0
"Construção Civil, Mat. Constr. e Decoração",DIRECIONAL ENGENHARIA S.A.,DIRR3,2025-06-30,35.72,20.71,45.52,-0.003971561548807248,6.94,22.0
Metalurgia e Siderurgia,SCHULZ S.A.,SHUL4,2025-06-30,19.55,13.74,15.29,-0.22624832054184382,5.44,22.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA ADOLPHO LINDENBERG S.A.,CALI3,2025-06-30,17.84,15.87,88.2,1.2949635520212062,3.49,22.0
Emp. Adm. Part. - Telecomunicações,UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,2025-06-30,14.28,15.79,32.87,0.21118947995464135,6.21,22.0
Emp. Adm. Part. - Intermediação Financeira,ITAÚSA S.A.,ITSA4,2025-06-30,17.41,192.98,17.64,0.1835923544122901,6.3,24.0
Energia Elétrica,EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,EMAE4,2025-09-30,74.16,186.36,,-0.4061196345175001,3.01,4.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2025-09-30,31.2,28.9,13.0,0.08919824774650091,3.05,6.0
"Construção Civil, Mat. Constr. e Decoração",CONSTRUTORA METROCASA S.A.,TEND3,2025-09-30,83.93,21.69,,0.7177261715482002,9.25,7.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2025-09-30,29.48,16.96,,-0.35937723488857737,5.06,7.0
Têxtil e Vestuário,CAMBUCI S.A.,CAMB3,2025-09-30,21.96,16.16,25.43,-0.5243362831858407,5.46,13.0
Comércio (Atacado e Varejo),OUROFINO S.A.,OFSA3,2025-09-30,30.72,15.35,19.9,0.6655034597947984,5.08,15.0
Emp. Adm. Part. - Sem Setor Principal,TREVISA INVESTIMENTOS S.A.,LUXM4,2025-09-30,17.04,16.63,22.07,-0.04098762798634812,4.92,20.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2025-09-30,68.99,19.99,41.59,-0.3140744988391821,8.51,23.0
"Construção Civil, Mat. Constr. e Decoração",LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,LAVV3,2025-09-30,25.62,27.97,31.33,0.06113155705306043,5.44,24.0
"Máquinas, Equipamentos, Veículos e Peças",MARCOPOLO S.A.,POMO4,2025-09-30,30.05,13.16,68.59,0.6363340073030147,5.95,24.0
"Construção Civil, Mat. Constr. e Decoração",MOURA DUBEUX ENGENHARIA S/A,MDNE3,2025-09-30,25.88,21.44,,0.4828814356241674,5.05,24.0
"Construção Civil, Mat. Constr. e Decoração",CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRE3,2025-09-30,23.78,32.09,5.54,1.0779813935370188,3.77,24.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2025-09-30,18.13,58.92,23.94,1.7741229830214649,3.44,26.0
Bebidas e Fumo,AMBEV S.A.,ABEV3,2025-09-30,20.98,23.33,6.39,-0.37442719263808755,9.73,27.0
"Construção Civil, Mat. Constr. e Decoração",EVEN CONSTRUTORA E INCORPORADORA S.A.,EVEN3,2025-09-30,17.47,18.77,41.16,0.8000579697698386,3.36,32.0
"Construção Civil, Mat. Constr. e Decoração",SONDOTECNICA ENGENHARIA SOLOS S.A.,SOND5,2025-12-31,52.8,15.78,11.11,-0.682068756355592,3.96,2.0
Seguradoras e Corretoras,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZC3,2025-12-31,28.37,26.59,13.0,-0.022962577520151465,4.17,6.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",JHSF PARTICIPACOES S.A.,JHSF3,2025-12-31,26.18,53.71,23.94,0.18200406784064782,3.29,10.0
"Máquinas, Equipamentos, Veículos e Peças",METALURGICA RIOSULENSE S.A.,RSUL4,2025-12-31,23.52,15.33,,-0.5839642119752236,6.03,11.0
"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,LPSB3,2025-12-31,22.73,25.64,31.87,-1.025120080292494,4.43,14.0
Têxtil e Vestuário,CAMBUCI S.A.,CAMB3,2025-12-31,22.38,17.85,25.43,-0.7986818381170508,5.72,15.0
Comércio (Atacado e Varejo),OUROFINO S.A.,OFSA3,2025-12-31,27.9,18.15,19.9,0.8689205910182691,5.87,24.0
"Construção Civil, Mat. Constr. e Decoração",MOURA DUBEUX ENGENHARIA S/A,MDNE3,2025-12-31,27.71,17.83,,0.7008066328912559,5.96,24.0
"Construção Civil, Mat. Constr. e Decoração",CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,2025-12-31,65.05,20.02,41.59,-0.24163638407073015,9.72,27.0
"Construção Civil, Mat. Constr. e Decoração",DIRECIONAL ENGENHARIA S.A.,DIRR3,2025-12-31,42.23,22.56,45.52,0.3744906941437294,7.41,29.0
Comunicação e Informática,VALID SOLUÇÕES S.A.,VLID3,2025-12-31,15.61,13.03,,0.0472221021436428,6.42,30.0
"Máquinas, Equipamentos, Veículos e Peças",MARCOPOLO S.A.,POMO4,2025-12-31,31.72,13.64,68.59,0.9764204154994619,6.4,31.0
Comércio (Atacado e Varejo),TECHNOS S.A.,TECN3,2025-12-31,16.33,14.94,,0.10053768424955965,6.28,32.0
Petróleo e Gás,PETROLEO BRASILEIRO S.A. PETROBRAS,PETR4,2025-12-31,26.49,22.23,77.68,1.0707273445453174,4.6,33.0
Emp. Adm. Part. - Sem Setor Principal,CSU DIGITAL S.A.,CSUD3,2025-12-31,22.8,17.01,,0.16252340125349324,7.44,35.0
